ID_cliente,Nombre,Edad,Género,Región,Nivel_educacional,Satisfacción_servicio (1-5),Tiempo_respuesta (minutos),Recomendaría_empresa,Compras_último_mes
1186,Cayetana,57.0,Masculino,Arica y Parinacota,,1,31.37,Sí,7
1187,Sara,68.0,Masculino,Valparaíso,Media,5,40.91,No,4
1188,Marcela,56.0,Masculino,Tarapacá,Básica,2,40.02,No,3
1189,Celestina,68.0,Masculino,Araucanía,Básica,1,38.85,Sí,6
1190,Desiderio,23.0,Masculino,Antofagasta,Postgrado,4,16.54,Sí,7
1191,Joaquín,23.0,Femenino,Atacama,Universitaria,3,35.76,Sí,4
1192,Hilda,20.0,Masculino,Valparaíso,Básica,3,6.02,,3
1193,Josué,24.0,Masculino,Valparaíso,Postgrado,5,8.69,,4
1194,Adelia,68.0,Femenino,Metropolitana,Media,2,41.24,Sí,2
1195,Alba,25.0,Femenino,Coquimbo,Postgrado,2,15.53,Sí,7
1196,Loreto,59.0,Femenino,Metropolitana,Universitaria,3,28.21,Sí,6
1197,Teodoro,69.0,Femenino,Tarapacá,Postgrado,1,44.04,Sí,5
1198,Domingo,32.0,Masculino,Arica y Parinacota,Básica,2,35.84,Sí,4
1199,Néstor,64.0,Femenino,Araucanía,Básica,4,33.7,No,7
1200,Baltasar,46.0,Femenino,Ñuble,Técnica,4,29.46,Sí,5
1201,Ernesto,50.0,Masculino,O’Higgins,Postgrado,2,31.26,Sí,6
1202,Diego,,Femenino,Arica y Parinacota,Media,2,23.75,No,2
1203,Domitila,47.0,No binario,Araucanía,,3,25.2,No,4
1204,Jeremías,56.0,Masculino,Tarapacá,Técnica,5,30.86,No,7
1205,Candelas,44.0,Masculino,Biobío,Postgrado,3,32.32,Sí,3
1206,Natalia,53.0,Masculino,Araucanía,Media,5,28.42,Sí,4
1207,Federico,46.0,Masculino,Ñuble,Técnica,4,7.64,,4
1208,Visitación,55.0,,Valparaíso,Básica,5,45.65,Sí,5
1209,Gertrudis,50.0,Femenino,Arica y Parinacota,Universitaria,3,39.37,Sí,2
1210,Clara,54.0,Masculino,Ñuble,Postgrado,2,27.96,Sí,6
1211,Jacinta,44.0,No binario,Antofagasta,Media,5,39.68,Sí,5
1212,Agustín,50.0,Femenino,Metropolitana,Básica,3,26.41,,4
1213,Itziar,21.0,Femenino,Araucanía,Técnica,4,33.18,Sí,4
1214,Juana,39.0,Femenino,O’Higgins,Universitaria,5,10.77,Sí,4
1215,Carlito,19.0,Masculino,Atacama,Técnica,4,32.57,Sí,6
1216,Abigaíl,27.0,,Araucanía,Técnica,4,27.19,No,5
1217,Eutropio,22.0,Femenino,Antofagasta,Media,1,32.18,No,2
1218,Simón,27.0,Femenino,Arica y Parinacota,Básica,5,47.1,Sí,4
1219,Tiburcio,50.0,,Araucanía,Postgrado,3,29.82,No,8
1220,Estefanía,55.0,Masculino,Maule,Media,5,25.42,Sí,7
1221,María Pilar,30.0,No binario,Ñuble,Universitaria,5,25.54,Sí,10
1222,David,48.0,Masculino,Valparaíso,Técnica,4,15.84,Sí,4
1223,Onofre,64.0,,Magallanes,Universitaria,4,34.04,No,4
1224,Julieta,53.0,No binario,Valparaíso,Media,4,35.34,Sí,2
1225,Onofre,62.0,Masculino,Maule,Media,4,30.65,Sí,2
1226,Angelino,41.0,Femenino,Arica y Parinacota,Postgrado,3,39.2,No,5
1227,Ciro,69.0,Masculino,Valparaíso,Técnica,2,39.29,,5
1228,Paulina,32.0,Masculino,Araucanía,Media,1,30.7,No,5
1229,Milagros,46.0,Femenino,Coquimbo,Universitaria,4,35.85,Sí,8
1230,Leandro,25.0,Femenino,Los Ríos,,4,51.73,,5
1231,Pili,22.0,No binario,Biobío,Universitaria,1,,No,9
1232,Jose Carlos,46.0,Femenino,Magallanes,Técnica,4,37.73,Sí,6
1233,Manuela,64.0,Femenino,Aysén,Postgrado,2,30.87,No,5
1234,Moreno,21.0,Femenino,Valparaíso,Postgrado,5,40.46,No,7
1235,Gil,29.0,No binario,Los Lagos,Postgrado,1,22.07,,2
1236,Octavia,62.0,Masculino,Biobío,Básica,3,32.0,,3
1237,Venceslás,19.0,No binario,O’Higgins,Postgrado,1,23.2,Sí,6
1238,Leandro,44.0,Masculino,Coquimbo,Universitaria,2,12.33,Sí,2
1239,Lino,,Femenino,Tarapacá,Universitaria,3,44.04,Sí,4
1240,Noa,68.0,Masculino,Araucanía,Técnica,5,25.66,No,3
1241,Bernardino,68.0,Masculino,Araucanía,Media,4,21.58,Sí,7
1242,Sabas,53.0,Masculino,Tarapacá,Media,1,,No,6
1243,Carina,,Femenino,Ñuble,Básica,3,,No,4
1244,Cloe,,Masculino,Magallanes,,1,43.11,,5
1245,Vanesa,60.0,Masculino,Coquimbo,Básica,5,27.82,No,7
1246,Coral,44.0,Femenino,Antofagasta,Técnica,1,38.61,No,7
1247,Máximo,22.0,,Ñuble,Técnica,3,19.25,No,1
1248,Salomé,37.0,Masculino,Antofagasta,Media,2,35.24,No,5
1249,Isidoro,28.0,Masculino,O’Higgins,Técnica,3,25.69,No,4
1250,Graciano,27.0,Masculino,Metropolitana,,1,34.36,No,6
1251,Juan Carlos,57.0,Masculino,Arica y Parinacota,Universitaria,5,16.26,No,6
1252,Loreto,55.0,Femenino,Araucanía,,4,24.05,Sí,6
1253,Judith,23.0,Femenino,Los Ríos,Básica,4,31.82,Sí,7
1254,Cruz,25.0,Femenino,Araucanía,Postgrado,5,31.71,Sí,8
1255,Rosenda,40.0,Masculino,Coquimbo,Técnica,1,15.37,Sí,3
1256,Rico,64.0,Femenino,Magallanes,Técnica,5,20.28,Sí,6
1257,Jose Ignacio,43.0,Femenino,Maule,Postgrado,1,34.23,No,2
1258,Pánfilo,63.0,Femenino,Atacama,,3,33.06,Sí,2
1259,Adela,,Femenino,Arica y Parinacota,Universitaria,2,36.55,Sí,1
1260,Benigno,29.0,Femenino,O’Higgins,Media,1,31.9,No,5
1261,Narciso,43.0,Femenino,Coquimbo,Postgrado,4,19.47,,5
1262,Delia,30.0,Masculino,Tarapacá,Básica,4,26.46,No,4
1263,Albert,57.0,No binario,Aysén,Técnica,2,35.31,No,4
1264,Anastasio,35.0,Femenino,Araucanía,Media,1,19.98,Sí,3
1265,Román,42.0,Femenino,Arica y Parinacota,Básica,2,,Sí,3
1266,Juliana,50.0,Masculino,Los Lagos,Básica,3,26.97,Sí,5
1267,Plinio,64.0,Femenino,Araucanía,Universitaria,2,32.71,Sí,5
1268,Tito,57.0,Femenino,Araucanía,Media,3,11.57,Sí,2
1269,Emiliana,60.0,Masculino,Araucanía,Postgrado,4,27.58,No,3
1270,Isabel,29.0,Masculino,Antofagasta,Media,3,35.19,No,5
1271,Herminia,61.0,Femenino,Maule,,1,37.15,Sí,2
1272,Juan Francisco,53.0,,Arica y Parinacota,Básica,1,19.96,Sí,8
1273,Priscila,65.0,Femenino,Atacama,Universitaria,1,33.72,Sí,1
1274,Sergio,21.0,Masculino,O’Higgins,Universitaria,1,39.94,Sí,2
1275,Rosalía,22.0,Femenino,O’Higgins,Media,5,,No,10
1276,Ámbar,,Masculino,Ñuble,Media,3,25.88,Sí,7
1277,Rubén,25.0,,Araucanía,Técnica,1,,No,2
1278,Rosa,59.0,Masculino,Biobío,Básica,2,32.09,,4
1279,Maite,66.0,Masculino,Los Ríos,Postgrado,2,45.79,Sí,4
1280,Leoncio,45.0,Masculino,Biobío,Postgrado,5,38.24,No,3
1281,Delfina,48.0,Masculino,O’Higgins,Universitaria,3,37.55,Sí,6
1282,Heriberto,26.0,Masculino,Ñuble,Básica,3,31.68,Sí,4
1283,Claudio,68.0,,Magallanes,Universitaria,3,,Sí,4
1284,María Carmen,46.0,Femenino,O’Higgins,Postgrado,5,33.03,Sí,5
1285,Nélida,31.0,Femenino,Magallanes,Media,3,,,6
1286,Vidal,57.0,Masculino,Atacama,Básica,3,38.92,Sí,6
1287,Fidela,58.0,Femenino,O’Higgins,Básica,1,21.39,Sí,7
1288,María José,39.0,Masculino,Maule,Técnica,3,,Sí,5
1289,Tomasa,28.0,Femenino,Metropolitana,Media,1,37.39,No,2
1290,Jenaro,40.0,Masculino,Los Lagos,Media,1,22.51,Sí,9
1291,Sabina,18.0,Masculino,Araucanía,Universitaria,3,20.15,No,7
1292,Plinio,63.0,Femenino,Tarapacá,Básica,2,34.77,Sí,4
1293,Timoteo,54.0,Femenino,Maule,Universitaria,4,18.86,No,4
1294,Ángel,38.0,Femenino,Biobío,,2,28.07,,0
1295,Olalla,43.0,Femenino,O’Higgins,Técnica,3,41.28,Sí,9
1296,Pablo,63.0,No binario,Los Ríos,Básica,3,46.26,Sí,6
1297,Clotilde,53.0,Masculino,Coquimbo,Media,2,12.18,Sí,6
1298,Chus,40.0,Masculino,Aysén,Técnica,3,27.81,Sí,4
1299,Marisela,18.0,Masculino,Araucanía,Postgrado,1,42.7,No,4
1300,Albert,68.0,Masculino,Antofagasta,Media,5,26.02,,6
1301,Virginia,57.0,Femenino,Metropolitana,,3,37.92,Sí,7
1302,Che,32.0,Femenino,Los Lagos,Universitaria,3,38.67,Sí,6
1303,Baltasar,38.0,Masculino,Los Lagos,Postgrado,2,23.89,Sí,4
1304,Mónica,64.0,,Aysén,Media,1,34.29,No,7
1305,Matilde,26.0,Femenino,Tarapacá,Postgrado,2,34.89,Sí,3
1306,Nacio,26.0,Masculino,Los Ríos,Básica,2,39.1,Sí,6
1307,Crescencia,,Masculino,Antofagasta,Media,3,13.75,Sí,2
1308,Sandra,69.0,Masculino,Araucanía,Técnica,1,42.93,Sí,6
1309,Cirino,43.0,Masculino,Magallanes,Postgrado,3,36.87,,5
1310,Marisa,58.0,Masculino,Maule,Básica,3,18.7,Sí,4
1311,Azeneth,52.0,Femenino,Atacama,,3,28.72,Sí,3
1312,Lucila,,,Atacama,Universitaria,3,38.38,Sí,4
1313,Wilfredo,42.0,,Antofagasta,Postgrado,5,19.23,No,9
1314,Clímaco,43.0,No binario,Coquimbo,Universitaria,4,20.75,No,2
1315,Hilario,28.0,Femenino,Antofagasta,Técnica,1,30.19,Sí,3
1316,Segismundo,55.0,No binario,Maule,Media,5,25.64,Sí,5
1317,Yago,19.0,Masculino,Aysén,Básica,4,32.51,Sí,3
1318,Sandalio,24.0,,Antofagasta,Postgrado,4,38.23,Sí,4
1319,Gala,35.0,Femenino,Tarapacá,Universitaria,4,32.72,Sí,6
1320,Eli,44.0,Masculino,Araucanía,Media,5,29.9,Sí,11
1321,Rafael,51.0,Masculino,Coquimbo,Técnica,1,38.28,Sí,6
1322,Rufino,44.0,Femenino,Magallanes,Universitaria,2,28.95,,3
1323,Loreto,34.0,,Valparaíso,Universitaria,4,22.54,Sí,4
1324,Joaquín,60.0,Masculino,Arica y Parinacota,Básica,2,41.55,Sí,7
1325,Gregorio,61.0,Femenino,Los Lagos,Técnica,2,5.81,No,1
1326,Ana,68.0,Masculino,Araucanía,Técnica,3,30.64,No,5
1327,Encarnacion,41.0,Masculino,Biobío,Postgrado,2,26.37,No,4
1328,Marco,42.0,Masculino,Valparaíso,,3,20.77,No,3
1329,Visitación,24.0,Masculino,Ñuble,Postgrado,1,32.99,Sí,9
1330,Rufino,69.0,Masculino,Antofagasta,Básica,1,34.6,No,4
1331,Roque,23.0,No binario,Atacama,Técnica,3,21.71,Sí,1
1332,Patricio,,Femenino,Valparaíso,,1,16.04,Sí,5
1333,Ezequiel,50.0,,O’Higgins,,4,16.94,Sí,8
1334,Catalina,66.0,Masculino,Aysén,Básica,1,48.13,Sí,7
1335,Haroldo,46.0,Masculino,Maule,Media,3,49.24,No,3
1336,Encarnación,60.0,Masculino,Valparaíso,Media,4,,No,3
1337,Irma,39.0,Masculino,Magallanes,Técnica,2,16.28,Sí,4
1338,Violeta,43.0,Masculino,Metropolitana,Básica,2,,Sí,9
1339,Caridad,45.0,Femenino,Aysén,Técnica,2,7.99,No,3
1340,Fabio,67.0,Femenino,Los Lagos,,3,33.15,Sí,7
1341,Herberto,38.0,Femenino,Coquimbo,,2,20.06,Sí,8
1342,Marina,66.0,Femenino,Los Lagos,Postgrado,1,17.9,Sí,8
1343,Agapito,24.0,No binario,Araucanía,Media,2,39.78,No,3
1344,Angelita,34.0,Masculino,Aysén,Media,5,28.46,Sí,1
1345,Victoria,37.0,Masculino,Maule,Media,5,38.66,,2
1346,Nicolás,58.0,Masculino,Atacama,Básica,2,,,2
1347,Jose Luis,66.0,Femenino,Ñuble,Universitaria,2,29.11,Sí,3
1348,Manu,37.0,,Biobío,Postgrado,5,29.95,Sí,2
1349,Luis Ángel,39.0,Masculino,Valparaíso,Postgrado,2,40.58,Sí,8
1350,Aureliano,45.0,Femenino,Coquimbo,Técnica,4,24.61,Sí,8
1351,Maricruz,57.0,,Arica y Parinacota,Básica,5,41.55,Sí,3
1352,Chelo,,Masculino,Coquimbo,,3,9.77,Sí,6
1353,Herberto,24.0,,Los Ríos,Universitaria,5,26.45,Sí,4
1354,Crescencia,18.0,Masculino,Coquimbo,Básica,1,31.87,Sí,10
1355,Bienvenida,,No binario,Los Lagos,Básica,4,17.95,,6
1356,Caridad,30.0,Masculino,Maule,Universitaria,3,33.7,Sí,4
1357,Osvaldo,47.0,Femenino,Arica y Parinacota,,2,31.72,Sí,7
1358,Fabián,40.0,Masculino,Aysén,Básica,1,22.68,No,2
1359,Oriana,68.0,Femenino,Coquimbo,,1,22.3,Sí,2
1360,Maxi,36.0,Masculino,Aysén,Postgrado,4,21.28,Sí,8
1361,Flavio,49.0,Femenino,Metropolitana,Universitaria,3,14.33,,2
1362,Eugenia,47.0,Femenino,Biobío,Media,1,46.1,No,5
1363,Ana Belén,46.0,Femenino,Valparaíso,Universitaria,3,27.9,Sí,9
1364,Emilio,66.0,Femenino,Valparaíso,,3,,No,5
1365,Dani,62.0,Masculino,Araucanía,Postgrado,1,28.78,No,5
1366,Marcela,46.0,Femenino,Magallanes,Técnica,3,32.4,Sí,5
1367,Clotilde,47.0,,Metropolitana,Universitaria,4,,Sí,4
1368,Gracia,33.0,Masculino,Valparaíso,Técnica,1,26.35,Sí,5
1369,Haroldo,57.0,Femenino,Coquimbo,Técnica,4,43.04,Sí,5
1370,Fortunato,36.0,Masculino,Magallanes,Postgrado,4,18.32,Sí,10
1371,Fito,35.0,Femenino,Ñuble,Universitaria,3,24.18,Sí,8
1372,Eligio,18.0,,Coquimbo,Técnica,3,,No,2
1373,Andrés Felipe,31.0,Masculino,Maule,Básica,1,48.23,Sí,6
1374,Merche,68.0,Femenino,Los Lagos,Media,2,36.58,Sí,6
1375,Luis,,Masculino,O’Higgins,Media,1,29.5,Sí,3
1376,Octavia,67.0,Masculino,Los Lagos,Postgrado,4,22.82,,9
1377,Lalo,19.0,Masculino,Araucanía,Universitaria,3,22.32,No,2
1378,Geraldo,45.0,No binario,Aysén,Universitaria,4,27.31,Sí,5
1379,Vidal,66.0,Femenino,Ñuble,,5,,,2
1380,Valentina,67.0,No binario,Los Lagos,,5,,Sí,5
1381,Anacleto,47.0,No binario,Atacama,Media,4,25.37,No,3
1382,Teresa,55.0,Masculino,Atacama,Media,2,38.57,,1
1383,Teófila,68.0,Masculino,Ñuble,Universitaria,2,46.09,No,7
1384,Blas,21.0,,Coquimbo,Técnica,1,35.44,No,6
1385,Octavia,18.0,Femenino,Los Ríos,Básica,1,23.38,No,8
1386,Ascensión,25.0,Masculino,Los Ríos,Universitaria,1,28.45,Sí,4
1387,Patricia,46.0,Masculino,Antofagasta,Media,3,34.12,Sí,1
1388,Nacho,56.0,Femenino,Aysén,Técnica,2,27.09,,5
1389,Rosenda,20.0,Femenino,O’Higgins,Básica,4,37.12,No,4
1390,Bruno,49.0,Masculino,Metropolitana,Postgrado,5,22.7,Sí,5
1391,Severo,27.0,Femenino,Coquimbo,Básica,2,46.13,No,3
1392,Nélida,,Femenino,Ñuble,Básica,2,29.12,Sí,4
1393,Dionisio,36.0,Femenino,Antofagasta,Media,2,,Sí,5
1394,Pelayo,63.0,Masculino,Aysén,Media,1,35.92,Sí,8
1395,Epifanio,51.0,,Coquimbo,Postgrado,3,20.21,Sí,5
1396,Samanta,50.0,Masculino,Antofagasta,,4,31.48,Sí,12
1397,Miguel,40.0,Masculino,Magallanes,Postgrado,1,44.01,Sí,5
1398,Natanael,,Femenino,Ñuble,Universitaria,3,17.83,Sí,6
1399,Pastora,49.0,Femenino,Coquimbo,,2,,No,1
1400,Abigaíl,67.0,Masculino,Magallanes,Media,3,17.09,Sí,7
1401,Rosario,24.0,,Arica y Parinacota,Media,1,38.2,No,3
1402,Crescencia,46.0,Femenino,Magallanes,,2,20.53,Sí,8
1403,Lidia,25.0,Femenino,Valparaíso,Universitaria,1,41.92,No,5
1404,Natalio,18.0,Femenino,Ñuble,Técnica,4,24.24,Sí,4
1405,Mirta,20.0,Femenino,Magallanes,Universitaria,2,26.43,Sí,6
1406,Eugenio,41.0,Femenino,Magallanes,Media,3,20.62,Sí,4
1407,Ramona,40.0,Masculino,Atacama,Universitaria,1,5.88,Sí,6
1408,Jennifer,25.0,Masculino,Atacama,Media,5,18.58,Sí,5
1409,Olivia,,Masculino,Magallanes,Postgrado,3,13.15,No,5
1410,Baudelio,54.0,Femenino,O’Higgins,Postgrado,3,9.58,No,5
1411,Marino,,Femenino,Tarapacá,Postgrado,2,32.94,Sí,4
1412,Marina,68.0,Masculino,Atacama,Técnica,3,45.25,No,4
1413,Rosa,50.0,Masculino,Aysén,Técnica,1,47.97,Sí,4
1414,Ramiro,45.0,,Tarapacá,Media,5,18.37,Sí,5
1415,Alejandra,64.0,Masculino,Arica y Parinacota,Básica,4,28.9,Sí,6
1416,Oriana,,Femenino,Ñuble,Técnica,5,41.65,,6
1417,Nacio,51.0,Masculino,Los Ríos,Media,1,16.88,Sí,11
1418,Otilia,52.0,Femenino,Los Ríos,,2,42.04,No,8
1419,Feliciano,49.0,,Antofagasta,Postgrado,1,42.2,Sí,6
1420,Juan Luis,41.0,Masculino,Araucanía,Postgrado,3,10.54,No,5
1421,Macaria,31.0,Femenino,O’Higgins,Postgrado,2,6.44,,8
1422,Pepe,49.0,Masculino,Valparaíso,Media,4,26.0,No,3
1423,Alba,63.0,Femenino,Araucanía,Postgrado,4,39.38,Sí,7
1424,Camila,60.0,Femenino,Metropolitana,Técnica,1,14.8,Sí,6
1425,Custodia,33.0,Masculino,Tarapacá,Universitaria,3,9.62,Sí,5
1426,Carmen,21.0,Femenino,Valparaíso,Postgrado,4,,Sí,4
1427,Javier,69.0,Femenino,Los Lagos,,5,36.33,,7
1428,Roque,54.0,Masculino,O’Higgins,Universitaria,2,23.2,Sí,3
1429,Saturnina,38.0,Masculino,O’Higgins,Postgrado,5,,Sí,4
1430,Calixto,31.0,Femenino,Atacama,Básica,4,36.27,Sí,5
1431,Américo,48.0,Femenino,Valparaíso,Postgrado,4,21.3,Sí,1
1432,Concepción,65.0,Femenino,Los Lagos,Técnica,1,22.05,No,4
1433,Evaristo,35.0,Femenino,Coquimbo,Universitaria,1,32.77,,5
1434,Ester,24.0,Femenino,Maule,Técnica,2,33.89,No,7
1435,Curro,27.0,Masculino,O’Higgins,Básica,1,27.76,Sí,4
1436,Lupe,24.0,Femenino,Tarapacá,Básica,3,44.84,Sí,6
1437,Darío,50.0,No binario,Araucanía,,2,37.5,Sí,3
1438,Jorge,40.0,Femenino,Magallanes,Universitaria,3,26.49,,4
1439,Rosalina,38.0,,Los Ríos,Básica,1,17.09,Sí,5
1440,Susana,36.0,Masculino,Metropolitana,Básica,2,39.91,No,7
1441,Azeneth,65.0,Masculino,Magallanes,Postgrado,4,40.26,Sí,3
1442,Rosaura,36.0,Masculino,Metropolitana,Media,5,29.01,Sí,8
1443,Mario,53.0,Masculino,Biobío,Básica,4,32.77,No,5
1444,Maite,46.0,Femenino,Los Lagos,Universitaria,3,37.01,Sí,6
1445,Maxi,35.0,Femenino,Los Lagos,,4,,No,2
1446,Samanta,19.0,Masculino,Araucanía,Postgrado,4,38.87,Sí,3
1447,Flora,18.0,Femenino,Arica y Parinacota,,5,34.45,Sí,3
1448,Inocencio,64.0,Masculino,Arica y Parinacota,Postgrado,5,39.3,Sí,7
1449,Moreno,22.0,Masculino,Araucanía,Básica,4,,Sí,9
1450,Blas,37.0,Masculino,Atacama,Básica,5,32.71,Sí,8
1451,Emilio,28.0,Femenino,Coquimbo,Básica,4,39.18,Sí,2
1452,Dionisio,59.0,,Aysén,Básica,2,23.24,,4
1453,Loreto,19.0,Masculino,Atacama,Media,4,,Sí,5
1454,Lisandro,20.0,Masculino,Metropolitana,,1,23.32,Sí,4
1455,Calixta,40.0,Femenino,Magallanes,Básica,5,19.92,Sí,6
1456,Rafa,29.0,Masculino,Magallanes,Universitaria,5,28.71,Sí,6
1457,Marisol,37.0,Femenino,Antofagasta,,3,16.58,Sí,5
1458,Poncio,,Femenino,Metropolitana,Técnica,3,24.03,Sí,5
1459,Ceferino,54.0,Femenino,Los Ríos,Postgrado,1,33.78,No,7
1460,Cebrián,55.0,No binario,O’Higgins,Técnica,5,32.78,Sí,3
1461,Ricarda,47.0,Masculino,Valparaíso,Técnica,5,36.4,,2
1462,Manuel,26.0,Masculino,Valparaíso,,3,36.55,Sí,6
1463,Mariana,51.0,Femenino,Magallanes,Técnica,3,33.74,,6
1464,Celestino,61.0,Femenino,O’Higgins,Básica,4,21.48,Sí,8
1465,Miguel Ángel,52.0,Femenino,O’Higgins,,5,39.23,Sí,7
1466,Noemí,69.0,Femenino,Metropolitana,Universitaria,5,28.9,Sí,5
1467,Alicia,39.0,Femenino,Valparaíso,Técnica,4,32.4,Sí,3
1468,Águeda,61.0,No binario,Valparaíso,Universitaria,5,31.04,No,3
1469,Rosaura,41.0,No binario,Ñuble,Básica,1,,,6
1470,Beatriz,34.0,Femenino,Magallanes,Técnica,3,18.05,No,7
1471,Mireia,27.0,Masculino,Biobío,Postgrado,3,26.57,Sí,10
1472,Manu,47.0,,Magallanes,Media,3,35.31,No,6
1473,María Fernanda,63.0,Masculino,Los Ríos,Media,2,30.22,No,6
1474,Corona,40.0,Masculino,Los Ríos,Técnica,1,25.15,No,5
1475,Ovidio,49.0,Femenino,Valparaíso,,1,10.82,Sí,2
1476,Albert,34.0,,O’Higgins,Postgrado,4,27.13,Sí,5
1477,Lucila,67.0,Masculino,Arica y Parinacota,Universitaria,2,33.62,Sí,7
1478,Ofelia,68.0,Masculino,Coquimbo,Postgrado,5,35.44,,8
1479,Albino,34.0,Femenino,Magallanes,Media,1,28.32,,3
1480,Emigdio,31.0,Femenino,Antofagasta,Universitaria,2,31.78,Sí,5
1481,Toribio,,Femenino,Araucanía,Postgrado,2,18.57,Sí,6
1482,Jesusa,57.0,Masculino,O’Higgins,Básica,1,33.89,Sí,7
1483,Carmelita,19.0,Femenino,Biobío,Básica,4,30.09,,6
1484,Chema,62.0,Femenino,Valparaíso,,2,31.65,Sí,5
1485,Crescencia,,Masculino,Los Lagos,Universitaria,3,27.81,Sí,4
1486,Heliodoro,56.0,Masculino,Tarapacá,Universitaria,2,32.13,Sí,4
1487,Marianela,26.0,,Aysén,Básica,5,36.35,No,5
1488,Ciro,39.0,No binario,Los Ríos,Postgrado,1,,Sí,5
1489,Pablo,60.0,Femenino,Metropolitana,Universitaria,5,11.77,No,11
1490,Jose Francisco,63.0,No binario,Magallanes,Básica,4,32.76,Sí,6
1491,Pastora,,,Metropolitana,Universitaria,3,26.12,No,4
1492,Bautista,43.0,Femenino,Los Ríos,Universitaria,1,22.92,Sí,3
1493,Eugenio,46.0,Femenino,Coquimbo,Universitaria,2,43.49,No,5
1494,Kike,62.0,Femenino,O’Higgins,Básica,3,20.67,Sí,3
1495,Maricruz,51.0,No binario,Los Lagos,Postgrado,2,21.8,No,7
1496,Nacio,40.0,Masculino,Coquimbo,Básica,4,7.59,Sí,5
1497,Clímaco,54.0,Masculino,Arica y Parinacota,Básica,1,44.41,Sí,3
1498,Matilde,28.0,Femenino,Maule,Universitaria,4,38.91,Sí,7
1499,Odalys,23.0,Femenino,Atacama,Técnica,4,26.68,Sí,3
1500,Cándido,35.0,Femenino,Los Ríos,Técnica,4,,,2
1501,Clotilde,,Masculino,Tarapacá,Técnica,4,7.74,No,5
1502,Jacobo,59.0,Femenino,Atacama,,2,34.75,Sí,1
1503,Custodia,53.0,Masculino,Los Lagos,Universitaria,5,21.43,Sí,5
1504,Martirio,58.0,Masculino,Los Ríos,Técnica,2,46.74,,7
1505,Donato,55.0,Femenino,Maule,Media,3,33.68,Sí,4
1506,Aurelio,51.0,Femenino,Tarapacá,Media,4,31.31,Sí,5
1507,Elodia,,Masculino,Magallanes,Media,3,21.79,No,6
1508,Saturnino,54.0,,Atacama,,2,21.86,Sí,4
1509,Che,42.0,Masculino,Tarapacá,Universitaria,4,35.93,Sí,6
1510,Fabiola,55.0,,Coquimbo,Básica,2,21.7,Sí,8
1511,Natalia,29.0,Femenino,Antofagasta,Básica,4,,Sí,5
1512,Gastón,40.0,No binario,Ñuble,Universitaria,2,44.07,Sí,5
1513,Amílcar,59.0,Masculino,Tarapacá,Postgrado,1,32.88,Sí,3
1514,René,39.0,,Los Lagos,Universitaria,5,19.04,Sí,8
1515,Reyna,38.0,,Maule,Postgrado,5,,No,6
1516,Esperanza,44.0,Femenino,Magallanes,Técnica,4,,Sí,2
1517,Moisés,48.0,Masculino,Coquimbo,Técnica,1,12.34,No,3
1518,Gustavo,23.0,No binario,Ñuble,Postgrado,3,25.01,Sí,5
1519,Graciano,44.0,Masculino,Coquimbo,Universitaria,1,19.51,Sí,5
1520,Valero,57.0,Masculino,Arica y Parinacota,Técnica,4,32.56,Sí,8
1521,Joan,51.0,Masculino,Valparaíso,Universitaria,1,23.44,Sí,3
1522,Carmelo,29.0,Femenino,Los Ríos,,3,30.91,Sí,4
1523,Ovidio,62.0,Masculino,Metropolitana,Universitaria,4,36.66,Sí,5
1524,Amelia,,Masculino,Arica y Parinacota,Universitaria,5,53.61,No,5
1525,Ale,27.0,Masculino,Maule,Media,1,,Sí,4
1526,Camilo,62.0,Femenino,O’Higgins,Postgrado,5,32.23,No,4
1527,Teodoro,34.0,Femenino,Araucanía,Básica,5,29.47,,5
1528,Isaac,43.0,,Los Lagos,Postgrado,2,24.05,Sí,7
1529,Noé,38.0,Femenino,Los Lagos,,3,13.57,Sí,11
1530,Miriam,45.0,Femenino,O’Higgins,Universitaria,1,7.14,Sí,4
1531,Isabel,63.0,Femenino,Metropolitana,Postgrado,5,21.57,Sí,5
1532,Cipriano,19.0,,Coquimbo,Universitaria,5,46.37,Sí,7
1533,Maite,60.0,Femenino,Antofagasta,Técnica,3,46.03,Sí,2
1534,Amador,18.0,No binario,Aysén,Universitaria,5,30.72,Sí,4
1535,Maxi,68.0,Femenino,Araucanía,,5,34.65,Sí,3
1536,Amarilis,53.0,Masculino,Los Lagos,Postgrado,5,23.95,Sí,4
1537,Rodrigo,,Femenino,Maule,Postgrado,5,29.7,No,5
1538,David,43.0,Femenino,Los Lagos,Media,2,22.24,Sí,10
1539,Inocencio,46.0,Femenino,Metropolitana,Media,2,22.22,No,6
1540,Evangelina,38.0,Masculino,Biobío,Media,4,36.13,Sí,3
1541,Amancio,28.0,Masculino,Ñuble,Media,1,23.95,Sí,3
1542,Aristides,57.0,Femenino,Ñuble,Media,3,34.92,Sí,6
1543,Angelina,28.0,,O’Higgins,Media,4,28.53,Sí,5
1544,Antonia,53.0,Masculino,Los Lagos,,2,44.18,No,14
1545,Blas,66.0,No binario,Valparaíso,Postgrado,2,35.52,Sí,4
1546,Esperanza,56.0,Masculino,Araucanía,Básica,2,32.44,Sí,6
1547,Maura,57.0,Femenino,Los Lagos,Media,4,15.7,Sí,5
1548,Nerea,52.0,Femenino,Biobío,,2,25.09,Sí,5
